_id;productDescription;batchesOfGoods[0].product.specialCharacteristics[0].specialCharacteristicType
019b0575-ae87-7874-9f71-d8cabdb69b34;Borne bois;
019b057c-0e37-75ce-861c-c2ac8529fcfd;Bougies parfumées;
019b057d-691b-7465-82ff-ec3f3a4261f3;Bougies parfumées;
019b0584-245f-7fe1-b2ce-c491a6da68f0;Borne bois;ALCOOL
019b0589-3149-7148-a9f1-cfac6fd9edfc;Bougies parfumées;
019b058a-0d0f-7553-b367-570a6f03ccc8;Bougies parfumées;
019b0697-24f0-7738-a505-fa49fef80eef;3 Fenêtres;
019b06b0-036b-7c67-b47a-acabff38d54d;colle;HAZARDOUS
019b06bb-34b5-7735-afe0-cdb963e373d6;Materiel;
019b0726-4b77-7b8e-9a8e-23678e086919;Couleur et outils de soufflage de verre;
019b072a-6197-79a8-9e45-8e1373e79119;quincaillerie;
019b072c-cf3e-7d85-8b84-af47196c4d50;pare choc;
019b0734-fe15-79c1-bcbe-8a9511c94e31;attelage;
019b0738-47f7-7289-97ec-5961b3e2b3bd;Roues en alu;
019b0739-11b9-7101-bb19-becd90867ecd;PARE CHOC;
019b073c-7ec2-7522-856c-125064bbde2f;meubles de cuisine et electroménager;
019b073d-5c01-7cf8-9c47-efca9eebbe79;Micro tracteur;
019b073e-fecb-7c6d-9935-b30821a4a6ee;attelage;
019b0741-e76b-7309-8c61-0e059142f15c;Vins;ALCOOL
019b0742-cf3b-7f15-9b9d-6802fafe4850;matériels agricole;
019b0743-38c4-737c-9a09-2a51975a8136;Matériel R&D;
019b0743-d325-7f03-b001-ccdc37d25959;Balustre fonte;
019b0744-858b-76e9-8368-7c1b19d077a6;Pièces mécanique;
019b074c-481d-7eb4-844b-3a0a1cc5fb35;papier;
019b0757-bb86-7906-996b-ae4c8b2c7847;Pieds de parasol forain;
019b075f-7df1-7a29-882d-81f29ffd0199;panier nacelle;
019b075f-aa5e-7107-92b7-35d3ad7a577b;Pièces de ventilation;
019b0761-023d-73cf-bea6-0b4f7b538498;Échelle;
019b0762-8a75-74b5-9506-409d304c9892;CONFISERIES;
019b0765-2eac-7a38-8f2e-da06559db5eb;coffrage de maconnerie;
019b0767-89d7-7699-8f87-bdbfbbf95c32;PLANTES;
019b0768-7d98-7a60-b026-c1db4d39e60d;Pièces de ventilation;
019b076b-6f45-7b39-9e9f-5ea5f40adc50;PINEAU DES CHARENTES;ALCOOL
019b076c-5f22-7fcc-80ac-9219aef93e6b;PLANTES;
019b076d-2abf-7a75-9cbb-0ed8ed139a09;Receveur de douche en céramique;
019b076e-459c-79f1-a8b7-5262a61d0075;ENSEMBLE LITERIE;
019b0770-03b5-70d4-ae55-d9b24dff8d87;Présentoir sur pied;
019b0774-66df-72c4-92e7-9abffa87b9e5;BLOC DE BOITES AUX LETTRES;
019b0776-d3f6-7835-8ccb-2bb16968357e;Panneaux;
019b0779-2a7d-7553-972a-d918946df176;Panneaux;
019b0779-c3e7-70c3-a535-0c2fad00387b;Surf;
019b077a-a272-7395-9b0d-70d3f89b39cd;piquet bois;
019b077c-40fc-78a1-998d-b48021492e59;Panneaux;
019b077d-4903-73c9-83c2-f3d3966b491e;Porte;
019b077f-eec1-74e4-85bb-168359a80f67;parquet;
019b0785-c1d6-74ae-8215-e8011079831b;Catalogues et photos;
019b0785-db55-77df-bbc5-b25ba65d8fa0;PIECE AUTO;
019b0788-41b6-7a05-b63a-c6c814b67e09;moteur;
019b078a-471b-7b47-8e8b-e31b00b57216;Materiel agricole;
019b078b-27fd-7f82-90ca-6c84a1a22c3a;Materiel agricole;
019b078b-8c8d-74bd-857e-7b05b8d14546;Materiel agricole;
019b078f-0392-7603-8d9e-ded4717c3034;éléments en carton;
019b0791-12e5-79d6-813f-73d9fd73dfc6;baguette aluminium;
019b0796-02af-7a33-9c0e-7d9ff40d4e17;Panneaux;
019b0796-0a42-7f4d-93da-7202818db176;Panneaux;
019b0797-fe5a-7ffe-a432-6138c0b562ba;Panneaux;
019b0798-25d2-7bf2-8463-479ea40a472c;Panneaux;
019b0798-c027-7f23-8e8b-a542a09a4456;Materiel agricole;
019b0799-eff2-76de-86e3-e94b35f85313;Exposition : cadres (TRES FRAGILE);
019b079b-98a0-71ee-97c0-47dd034318c5;Materiel agricole;
019b079b-d744-7721-a425-1e08187512a9;Materiel agricole;
019b079c-358a-739b-b718-4f93a52eae25;Materiel agricole;
019b079c-8f84-76d8-bd7c-17b2d4c81d9d;Materiel agricole;
019b079e-72a6-7af5-9860-f544e909930a;scooter electrique;
019b079e-c8df-7540-8cca-3d014dbcb36c;Ras;
019b07a5-a647-7e1f-a5c2-e4e670d91285;OUTILS;
019b07a8-bc33-7519-9c5b-31d248d7a80e;huile d'olive;
019b07ac-1b7e-7791-bf4a-dc38bbd29638;pieces automobiles;
019b07ae-2c1c-7a29-983b-fa3d1917a620;Documents papier;
019b07af-0f5d-746f-9f59-fde07401d997;Exposition : cadres (TRES FRAGILE);
019b07af-9278-7b6a-b0ab-65c6f7ca0c2e;Exposition : cadres (TRES FRAGILE);
019b07af-cfc7-78c6-a4ee-3379f21b0ebe;Documents papier;
019b07af-d563-7377-8645-2fc52f88ce2d;Objet décoration;
019b07b0-4e6d-76ec-8923-7e6613ac6626;Exposition : cadres (TRES FRAGILE);
019b07b0-55cc-7f50-98da-80a741bc9122;Documents papier;
019b07b4-38fe-7f6f-9c70-674456b2f4ac;Exposition : cadres (TRES FRAGILE);
019b07b5-a7c0-7810-8cd2-c799640c0b51;Pièces de mobilier;
019b07b9-f3cf-72c5-a331-02579b51a487;Moteur;
019b07bd-5bf0-7905-a298-17e1b55a6726;globes verre;
019b07c0-b109-7c21-a442-599358dd77ea;BLOC DE BOITES AUX LETTRES;
019b07c1-1166-7988-930b-19b4a20ba37c;BLOC DE BOITES AUX LETTRES;
019b07c1-b777-7c8e-a0a4-2c5b6377bafa;pièces;
019b07c2-66a9-7bf2-8724-cf956e61018e;BLOC DE BOITES AUX LETTRES;
019b07c2-6f32-7424-8607-b474b5a56980;BLOC DE BOITES AUX LETTRES;
019b07c2-f54e-7407-8495-805280e02a52;Exposition : cadres (TRES FRAGILE);
019b07c3-249b-7643-a073-bbc522acaae3;Palettes de tuiles;
019b07c3-a949-7a43-b83c-081927d77671;BLOC DE BOITES AUX LETTRES;
019b07c5-037d-7deb-9d0f-ceca0de195b9;BLOC DE BOITES AUX LETTRES;
019b07c6-c2ba-710e-b3b9-8a42045ce741;panneau publicitaire;
019b07c9-13e1-7064-8450-b03bfd603ae5;Peau de tilapia - perishable cargo;
019b07d2-1464-7049-873d-3e95b856f92d;Pièce mécanique;
019b07de-7034-7e6f-a8a7-ba0b7a79505c;lampe;
019b07e0-e56c-7569-90eb-15e9186dc517;vêtement, sac et papier;
019b07e0-fbf7-7201-924d-f2b0b547289d;vetement;
019b07e1-7368-7530-9738-61a66c78f68c;vetement;
019b07e1-ac0b-719d-b91c-34f05382f905;valise;
019b07e5-cbfb-74a2-a7ce-98fae2d3e6f9;Machine électrique;
019b07e5-de32-771c-a055-a446e68180b4;vetement;
019b07e5-f6f5-7034-9a5a-f8ad1cb09368;Deux Godets pour pelle 8t;
019b07e7-44c0-76e2-8c2d-47eb3c0a4761;Palette composée de 5 portes en inox;
019b07e7-53c9-7439-b0c1-46ffa3fbe133;mobilier;
019b07e7-9f64-7d0c-b030-f72a534fcf3e;mobilier;
019b07e8-ab73-7dcb-b6a9-0ae41cb02df0;vetement;
019b07ed-a406-7267-8419-8f36e9e38e5e;Machine Outil;
019b07f0-072b-7642-873a-5f6998f35c87;Câbles;
019b07f1-9fb2-7ce9-b5c2-d1fac5b9db9c;cosmétiques;
019b0804-75c7-718b-bddd-516ac066d43c;MAQUETTE TRAIN ELECTRIQUE FRAGILE;
019b0806-63ca-7988-8821-486bd8b1dc6b;BUREAU;
019b0806-f510-708c-b106-6d7155747394;1 élément /2 Fontaine de jardin;
019b0807-5f03-7741-a7a6-6074e523ac76;Tôle acier;
019b080a-d5ec-7e20-8286-42c803cc5360;Moteur électrique;
019b0810-ca32-7897-9a31-1c918e1728fc;tube avec poignée contenant des rampes carbonne;
019b0812-f8da-7283-ba9f-97648f8b9de6;tube avec poignée contenant rampes carbonnes;
019b0813-4645-7919-8295-7e863d5f7939;tube avec poignée contenant rampes carbonnes;
019b081a-06a1-7603-b8fb-17eb503d9496;Machine à Glace Carpigiani Labotronic 20 60 RTX;
019b081a-0e93-70e6-9f00-1518d6c44741;Mobilier de restaurant;
019b081d-ee58-72f9-86cc-685b71d1d5c8;Pot produit - sika igolatex;
019b0829-53ef-7faf-a2c0-37229982addf;Ligne d’échappement;
019b082a-81f7-7a91-824b-718e1413fe94;Bungalow - Algéco équipé;
019b0831-9008-7316-8a51-e3214d583d5d;Emballage oeufs;
019b0832-9ae0-77a5-b314-f45b21e17496;CAVE À VIN;
019b083d-9196-770d-a7f6-c1edf3d4787f;Tarriere thermique;
019b0841-cc5b-7246-b420-905a62e6d305;pierre de taille;
019b0845-2227-700e-ae95-1ebfd590b9e1;vins;ALCOOL
019b0845-cb17-7ffd-b965-5b73f45e8499;2 manchons de filets;
019b0853-be9c-7051-a78a-71a0be804e88;vêtements;
019b0854-0926-7a0c-81e2-66861b0076d1;Jantes et pneus;
019b0855-ce77-7f92-b165-05b29f7a42eb;vulcanic rechauffeur;
019b085b-d3ab-70db-831b-a37f6dbfc334;produits cosmétiques;
019b085c-f1b4-7108-a2b2-2242c4427f11;vérin hydraulique;
019b0864-f045-7c5e-8ff3-4591a05c0cee;Goodies, mobiliers, fûts;
019b0866-8ebe-7068-88c5-aeec5a3258a3;2 chaise en boiss;
019b0869-31fc-7f2e-834b-ed6a9195fe1a;receveur douche;
019b0869-4eac-71be-a632-579f42f72308;parechoc voiture;
019b086b-e01c-766b-bbdf-9dab0b254e25;2 chaise en boiss;
019b086d-0050-7674-b83a-0c0e8847e070;Sperme de poisson marin dans un conservateur;
019b0870-2c93-79d0-80b8-9f7d3d0aad2a;c'est un touret à brosser;
019b0872-e1d1-71c1-80e1-28f0d99950b8;vulcanic rechauffeur;
019b0877-c041-7bf6-a486-70262070a5dc;Pièce mécanique;
019b0878-1196-764d-9038-079d56e4bea1;Palette filmé (mobilier);
019b0878-147c-7299-9a1c-155c9f2874a7;Pièce mécanique;
019b0878-4375-7587-8ab7-d85286532b88;Pièce mécanique;
019b0878-cb39-75b9-a124-5e6e1a9270f7;cornadis à veau;
019b0879-8f2a-768c-af4e-dd56809b88a1;cornadis à veau;
019b087d-07c2-7fea-b00e-601cbbf9cd64;2 manchons de filets;
019b0885-24c4-707a-923f-4300cc481a17;PARE CHOC;
019b0887-9103-7802-9698-8829897627f1;Metal;
019b0888-7bc0-74af-9234-f64411efadbb;COLIS;
019b0889-2ccb-788f-a8a8-a2fcd6b2f368;malle avec des kakemonos;
019b088e-ac9b-7d85-89c2-05fb54e11e51;luminaire;
019b0891-d845-794d-b147-866eccae3265;Girouettes métal;
019b0895-1fbc-78b8-8bf8-e1255240d3d6;chargeur mobile;
019b0896-38b2-74b6-a41b-55093d320b30;Cocon de sieste;
019b0897-100e-7eaf-bbaa-f604908070ac;cartons accessoires pvc;
019b0899-4757-7e1c-9b6d-ce989acaea29;tuiles;
019b0899-672d-7799-942e-1ad49e81d879;equipment médical;
019b089b-34b7-7042-95dc-bf457b5d3fb2;carton d'emballage;
019b089d-6aa1-70e3-b1d0-2dc3823bf0ce;chargeur mobile;
019b089e-6546-7220-afe0-1f657a65f4f5;Tourniquet + tripode;
019b08a3-b7c6-7a4e-a05f-47d57bfc68b2;Pottery fragment;
019b08a4-544f-7764-815f-c235c24a5df7;cable;
019b08a6-39ac-7e20-987e-e21c95f294a9;Groupe froid;
019b08a6-a485-785e-a305-751920d7232e;Exposition : cadres (TRES FRAGILE);
019b08a7-edf2-77e3-b8f0-af8308a16520;Planche de bois;
019b08a8-bc25-7c2e-b140-170e435b1e26;carrelage, meuble, baignoire en acrylique, sac;
019b08a9-785e-74dc-a2c6-014a87ab68f1;Planche de bois;
019b08a9-b76d-7d9e-9bf7-43194bb3db90;Planche de bois;
019b08aa-8823-7353-b1d5-f86b2b9d48a0;Matériel électrique (sans batterie);
019b08ae-2025-7413-8b65-8064ece9d7a6;Planche de bois;
019b08ae-972a-773d-a85a-9a291a998336;Alimentaire;
019b08b0-f5b6-7f13-8af3-b2315378cb6d;meuble;
019b08b1-fb7f-7f83-b66f-ab3b45397964;surf;
019b08b8-ce8c-7202-a4c6-13b1fdd6c1a1;rack;
019b08b8-e145-7caa-9a86-1cfd30af974e;Panneaux photovoltaïques;
019b08ba-04fe-7b8d-aa11-55d8131d7dc1;tableau de plantes;
019b08ba-b490-77c5-838d-296a1df1d8ee;Matelas;
019b08bb-f9ba-7561-8ffb-654860f57ad9;materiel qui depasse de la palette;
019b08c2-0810-72fb-a98f-d07f45897cbd;Planche de bois;
019b08c3-7260-749b-a427-3cedb781133a;Boisson;ALCOOL
019b08cc-bab7-7484-a679-81d48e3a5df5;lames de bois;
019b08d2-de3d-7dd3-9da5-6fec750f8a4d;ONDULEUR SOLAIRE;
019b08d4-c806-7fbe-a439-0c6f51a630b0;KIT ACIER PISCINES;
019b08d5-9821-7754-b6d7-6f6a94735c1e;Pièce mécanique;
019b08d6-b6ff-79ea-bf8a-8f80c4723e41;Bouteilles de vins;ALCOOL
019b08d7-eeca-7865-9eb1-15d47ad2e68c;Pièce mécanique;
019b08d8-d908-7255-9b76-e0d0b28f813e;pièces metalliques;
019b08d8-e219-75f8-a990-e45a08d8be71;pièces metalliques;
019b08d8-f5f6-7abb-83f5-171977353f60;Planche de skate;
019b08db-ad32-76a8-86d8-d5b2fa5588f4;machine essai béton;
019b08dc-4fa1-729c-9e8f-883e97042a07;Tondeuse gazon;
019b08dc-f7b3-7d07-96a4-dff6277541e9;Pottery fragment;
019b08df-0790-711a-88fe-63e59679a9c7;Moniteur de Nerf;
019b08df-1f6b-7471-b95c-5bf7cadc8e08;outillage en silicone;
019b08e0-1955-7408-b95e-b4c841f7e586;Bibelots livres vêtements;
019b08e1-12f1-7671-87a9-ec360968e850;porte en granit;
019b08e3-7e94-71d6-80a1-21fffc2859b3;Moniteur de Nerf;
019b08e3-f2a7-7e55-92c8-269090b6795c;vélo;
019b08e4-f56d-7b7e-a38f-f7ae65655875;Tondeuse gazon;
019b08e5-c3bd-75e3-a956-ee3d83e0827b;porte en granit;
019b08e6-da61-7aa4-97dd-dc1f559128fe;mur bulles;
019b08e9-13cc-7a46-9a01-16ac8487c6b1;CABLE;
019b08eb-a741-716e-b8f6-2efbdabb2abe;Petits écrans, câbles, cartes et composants;
019b08ec-17a0-74b1-9532-5d26d6e2b8d3;Receveur de douche;LIVE_ANIMALS
019b08ed-71c4-7d00-9af7-89ec4d01e980;Petits écrans, câbles, composants et cartes;
019b08ee-9b27-73f8-b0cc-49fae0de62b1;literie;
019b08ef-6aed-7c53-83f4-48b656bd3a0b;raccords pvc;
019b08ef-e494-79ef-9d28-a5ee0567e8dd;literie;
019b08f0-0ab6-73bc-b17d-a758a875d4ea;Armoire;LIVE_ANIMALS
019b08f0-23fb-7720-96c9-c3443966e057;literie;
019b08f0-85d4-79ad-b04f-1a97f23d82e4;Anneau de levage;
019b08f5-26d9-7479-869b-2ecdc8c6f9d4;PIECES DETACHEES HS;
019b08f9-6692-715a-8a3e-95de4e0e45a5;moteur;
019b08fb-a8ac-722c-a3d5-21e5c989c913;PORTIQUE ANTIVOL;
019b08fe-a0ab-7d06-9b8a-766f7e7c7260;ART;
019b0902-4bea-7149-a70b-6989b0084628;PORTIQUE ANTIVOL;
019b0904-a904-7bf5-8298-08869c847089;contenants consignés;
019b090c-0994-7680-bdb9-8031df5bd695;Meuble;
019b090c-747b-705d-b33f-d2f88d4514c4;vélo;
019b090c-85ac-749d-b6a0-4d13792202ba;vélo;
019b090e-a8ca-74fa-a6ab-7359a683fa79;vélo;
019b0912-e7f9-7623-9240-25f9ca2f3c2b;vélo;
019b0915-001e-70cd-a117-8496035d2627;valise;
019b0915-28a6-7f5a-baf0-2015155a36e1;caisson polypropylène recyclé et resistant;
019b0915-46a2-7c27-86d5-677f9976fc86;MACHINE FRAGILE;
019b091a-75f1-79c9-a0ec-f808c08b65b0;vélo;
019b091b-62c5-75ad-986a-cc0fd055b391;BOX PALETTE RAQUETTES A NEIGE;HAZARDOUS
019b091c-5551-75f9-b9d8-3f3ef289f2ae;vetements et bibelots divers;
019b0923-9ef8-7677-bdcb-fac7886f4aed;livres;
019b092c-2aaa-701f-b06f-7a9e96864ce5;Gyroroue;
019b092e-0664-7ac3-bbdd-e791dd75b775;Volet roulant avec coulisse;
019b0936-6161-75fb-b001-cbe54950ccf8;boite vitesse;
019b0937-f688-7132-b66b-28c457341943;Machine Outil;
019b093d-a2c6-766f-8905-c5bcd292970f;surf;
019b0954-e75e-7ada-a07f-093e59ff3df9;BANQUETTE ARRIERE FABIA;
019b0959-73f3-7345-ad3e-4e095a61a981;BANQUETTE ARRIERE FABIA;
019b095a-34c4-79c5-83e9-4b1694015aae;produits pop culture;
019b095b-561c-738d-acb9-731655dea4a3;produits pop culture;
019b095b-d08c-7ee4-8db4-d5d43e26c1ce;plateforme de podométrie;
019b095c-f21b-7638-a390-858b953754ca;produits pop culture;
019b0961-b5c1-7155-8cba-dda02a39b05e;Fragile hotte aspirante verre;
019b0962-79f2-7695-8f02-79c457924afd;BANQUETTE ARRIERE FABIA;
019b0965-d105-777f-9690-7fdf70093342;CROQUETTES CHIEN;
019b0974-07a5-70ab-a51c-1cf89ec966ce;chocolats en ballotins;
019b0989-613d-7843-a769-2903a516fc1e;Carrosserie;
019b0993-1c0b-7f92-920e-e7aae194fa37;Groupe froid;
019b099b-b0e0-7bbd-a781-d1c07ee923fe;Baril meuble;
019b09af-7b2f-70c9-8c99-dd00775e5265;Huîtres;LIVE_ANIMALS
019b09ba-e13b-7341-8cd0-d90b8997082d;Meuble démonté;LIVE_ANIMALS
019b09bb-f4b4-7883-8db2-44ed05b40db4;Cellule batterie;
019b09c6-862f-78c7-ac32-ec3fc674e447;2 manchons de filets;
019b09cd-ec73-7d08-b8de-252257bec362;Mobilier;
019b09ce-e640-7c61-ab12-5f6c26679119;4 jantes en alliage de voiture;
019b09d5-edba-76ab-8be1-b2d22fe9fe35;FENETRES;
019b0a5e-99d6-715f-9742-7c236e4f5720;parquet;
019b0912-e7f9-7623-9240-25f9ca2f3c2b;vélo;
019b0915-001e-70cd-a117-8496035d2627;valise;
019b0915-28a6-7f5a-baf0-2015155a36e1;caisson polypropylène recyclé et resistant;
019b0915-46a2-7c27-86d5-677f9976fc86;MACHINE FRAGILE;
019b091a-75f1-79c9-a0ec-f808c08b65b0;vélo;
019b091b-62c5-75ad-986a-cc0fd055b391;BOX PALETTE RAQUETTES A NEIGE;HAZARDOUS
019b091c-5551-75f9-b9d8-3f3ef289f2ae;vetements et bibelots divers;
019b0923-9ef8-7677-bdcb-fac7886f4aed;livres;
019b092c-2aaa-701f-b06f-7a9e96864ce5;Gyroroue;
019b092e-0664-7ac3-bbdd-e791dd75b775;Volet roulant avec coulisse;
019b0936-6161-75fb-b001-cbe54950ccf8;boite vitesse;
019b0937-f688-7132-b66b-28c457341943;Machine Outil;
019b093d-a2c6-766f-8905-c5bcd292970f;surf;
019b0954-e75e-7ada-a07f-093e59ff3df9;BANQUETTE ARRIERE FABIA;
019b0959-73f3-7345-ad3e-4e095a61a981;BANQUETTE ARRIERE FABIA;
019b095a-34c4-79c5-83e9-4b1694015aae;produits pop culture;
019b095b-561c-738d-acb9-731655dea4a3;produits pop culture;
019b095b-d08c-7ee4-8db4-d5d43e26c1ce;plateforme de podométrie;
019b095c-f21b-7638-a390-858b953754ca;produits pop culture;
019b0961-b5c1-7155-8cba-dda02a39b05e;Fragile hotte aspirante verre;
019b0962-79f2-7695-8f02-79c457924afd;BANQUETTE ARRIERE FABIA;
019b0965-d105-777f-9690-7fdf70093342;CROQUETTES CHIEN;
019b0974-07a5-70ab-a51c-1cf89ec966ce;chocolats en ballotins;
019b0989-613d-7843-a769-2903a516fc1e;Carrosserie;
019b0993-1c0b-7f92-920e-e7aae194fa37;Groupe froid;
019b099b-b0e0-7bbd-a781-d1c07ee923fe;Baril meuble;
019b09af-7b2f-70c9-8c99-dd00775e5265;Huîtres;LIVE_ANIMALS
019b09ba-e13b-7341-8cd0-d90b8997082d;Meuble démonté;LIVE_ANIMALS
019b09bb-f4b4-7883-8db2-44ed05b40db4;Cellule batterie;
019b09c6-862f-78c7-ac32-ec3fc674e447;2 manchons de filets;
019b09cd-ec73-7d08-b8de-252257bec362;Mobilier;
019b09ce-e640-7c61-ab12-5f6c26679119;4 jantes en alliage de voiture;
019b09d5-edba-76ab-8be1-b2d22fe9fe35;FENETRES;
019b0a5e-99d6-715f-9742-7c236e4f5720;parquet;
019b0a8b-a597-7160-aaf7-98c5b66259c6;Sculptures;
019b0beb-dc33-7920-8c5d-ae9b86ef4877;Pièce automobile;
019b0bfb-a5dc-7974-a66c-9eb442a3feeb;fly case avec 4 x roulettes;
019b0c09-61e6-7de4-8126-8568a720bac4;pièce acier;
019b0c13-6cc5-7029-a555-8f9204bbe4e9;TEST;
019b0c13-e71d-7aea-a7c3-6aed191637af;Test;
019b0c29-34bc-74f7-bcab-70f2bb334d71;Test;
019b0c47-796b-7b8c-a0b5-8b2a6b483e03;Vin;ALCOOL
019b0c4f-1ef2-770c-b831-1f37fe6666a5;cartons raccords pvc;
019b0c50-7b99-7771-855f-2050cbc09ab4;2 chaises en bois massif;
019b0c53-1880-78eb-af7b-25ed29743330;piece métal;
019b0c53-dc99-7f05-bd5a-14164c688d88;piece métal;
019b0c54-3967-7b71-883e-1dbc284e590a;piece métal;
019b0c57-5bde-7433-ad1c-44ab343b45a4;Mobilier bois;
019b0c58-68d9-7e34-b238-24540e63f747;Mobilier bois;
019b0c5a-3168-7321-9f7d-2efad4c67c0c;Matériel R&D;
019b0c61-8276-7376-b973-0c3ae901b91b;Petit banc;
019b0c61-8608-7d28-a177-cec4a6356f34;Guides;
019b0c63-5e15-7238-9431-0a1eb630c013;cartons accessoires pvc;
019b0c68-4fa8-71e1-a424-0b6f165222c8;CASSETTE CLIM;
019b0c69-711b-7b4d-940a-1f3efe0cd47f;CASSETTE CLIM;
019b0c69-dd83-70fa-bdc1-e8a0db492996;Cartons;
019b0c6b-263b-7d87-9183-208019fa1cab;Cartons;
019b0c6c-f7bf-7908-92c4-dd2e6967ea2b;Matériel R&D;
019b0c6f-4fce-7d36-bedd-591a62160dbb;MAQUETTE TRAIN ELECTRIQUE FRAGILE;
019b0c71-dc02-78e5-bf43-dcf9278f58f4;Piéces découpe lazer;
019b0c76-772f-77c6-bbd1-cd9331eee9e8;conduit de fumées;
019b0c7c-2abb-792a-9d49-cf6d0242ea4c;MAQUETTE TRAIN ELECTRIQUE FRAGILE;
019b0c7d-0f35-7767-9e14-6f56294f6022;MAQUETTE TRAIN ELECTRIQUE FRAGILE;
019b0c87-ea7b-75ec-a27d-9cce47091013;pièce mecanique;
019b0c8a-fde3-7fd8-af57-86315204c85f;40 bouteilles de vins réparties en 7 cartons de 6.;ALCOOL
019b0c8c-d609-78f8-ba71-69f46dc586f5;électroménager;
019b0c91-145e-7c2b-a2b4-c89139935785;Amortisseurs;
019b0c94-8ed9-79c7-8c00-10005fa50947;moteur;
019b0c96-5b8f-7232-9f2c-81894ac42faa;amandes;
019b0c96-620f-7095-9f3c-27ee622d178f;Vins;ALCOOL
019b0c96-a421-78f6-936a-d3d445974c0d;Sous-ensemble;
019b0c9a-7393-741f-93e9-29c3342b9844;Pare choc de voiture;
019b0c9a-a4b7-7d2c-a05d-a9ab084f840b;montures optiques;
019b0c9d-fda3-7d62-9ad2-cd1c6fe6c1c5;ROUE DE VOITURE;
019b0c9e-b929-7aed-94da-49b10e1daa07;Transformateurs;
019b0ca0-95fd-7b5c-a7a3-3b4fa1897b08;MATERIEL ELECTRONIQUE;
019b0ca5-3934-7413-af76-43e54eb1a127;GROS ELECTROMENAGER;
019b0ca7-d2af-7ec7-8044-b8d591787f2e;Produit informatique;
019b0cb5-2826-71bf-b232-220fd667f5e1;Vélo à assistance électrique;HAZARDOUS
019b0cb5-301f-75ba-82e0-ca9ae0c34f66;PIECES MECANIQUES;
019b0cbb-5188-73a4-866a-f531d525fc9d;fer;
019b0cc0-b7fb-7966-b24a-65474ef3271b;BUREAUTIQUE;
019b0cc4-b092-7ebd-8585-5a84da751398;bouteilles de vin;ALCOOL
019b0cc5-0fda-7a1b-b592-068efaad8e85;Vin;ALCOOL
019b0cca-fa21-7146-b421-6ca3561cb275;NEON;
019b0cd0-4ca0-7d2f-8266-f1c3c0d0cb8f;station d'accueil;
019b0cd1-8b3b-785d-ade1-64f3a7621089;rampe pulvérisateur d'expérimentation;
019b0cd3-c335-7ef5-8bd1-e2d386a9e939;meuble;
019b0cd6-bdef-70b7-ac97-a3377a748992;Pièce de construction en acier;
019b0cd9-e066-7443-9a58-f4305a91e0f0;Voile de course;
019b0ce2-2369-79e8-92dd-f62d9c02b04e;déchet de caoutchouc vulcanisé;
019b0ce5-04af-7510-a82d-8a7fa72e9f0d;24 cartons d'autotests VIH;
019b0ce5-15e1-744f-9bf7-fdebc9aa164d;carton de champagne;ALCOOL
019b0ce5-82e1-7659-94d9-84ccd66a527b;imprimantes à réparer;
019b0ce5-f12e-7a8e-a198-260213c06297;rehausse PVC;
019b0ced-ea4a-7ce8-aeb7-831e028fb17a;BOITE DE VITESSE;
019b0cee-a708-7c6c-8ada-60e2cab6823a;general cargo;
019b0cf3-b5ca-77e8-bd00-6b001dc4a7b2;Moteur;
019b0cf7-2de9-7655-bf3e-7549ef0605de;Racine de vetiver;HAZARDOUS
019b0cf7-6adb-7151-9de0-37dbaf83eb6b;Sac;
019b0cfb-dbfe-7f8c-807e-a8c3feee4698;LIGNE D'ECHAPPEMENT;
019b0cfd-6f27-74df-a6b2-0f39cf1aa2f6;BOITE DE VITESSE;
019b0cfd-c95c-7ce3-a1a6-63132bd4007f;Meuble;
019b0d04-026e-7185-b98c-34e38be26b70;poêle à bois;
019b0d08-6644-77de-991c-352bc812e5e5;tuyauteries;
019b0d10-983b-7924-8566-529ea0dfc5f7;matériel informatique;
019b0d12-76c3-7cea-8482-239cec05fb10;ROBOT DE SOUDURE;
019b0d14-3f7f-7778-add8-43d0b287780c;sable;
019b0d1a-5dfb-7c4d-be8e-0558e8dd113b;pneus voiture;
019b0d1a-6074-750e-8e89-5514227ef10c;Paramédical (chambres inhalation) en cartons;
019b0d20-227d-78b3-919b-85115ebb9445;Bougies parfumées;
019b0d2c-a03b-72b2-b6ce-9cc32a0b51f0;Climatisation reversible gp int et ext;
019b0d30-eab6-76b8-b6af-6f2652e0dc9c;Paramédical (chambres inhalation) en cartons;
019b0d4d-52dd-7278-8c01-65264033e21f;Petite roue jauge semoir;
019b0d53-66d7-76f3-956a-727692344878;Robot mobile;
019b0d6f-a10f-7eb4-981c-7ea2d4f4a78f;ARBRE ACIER;
019b0d72-26fb-78eb-b727-20d6022b3b2d;Matériel R&D;
019b0d73-9346-7d2e-be3a-51843c646a3e;Barres de céréales;
019b0d74-a6e5-7265-a092-0f2ad06874dd;Matériel R&D;
019b0d75-4739-7eb4-824a-4799e51611ad;Pièce mécanique;
019b0d7a-2499-76f7-ac50-a9eccd608d46;Barres de céréales;
019b0d82-ef4d-747e-9c4e-0f150ecd8157;MATERIELS INFORMATIQUES;
019b0d87-67c5-7b5b-91da-fc17cf22f3d4;MACHINES KARCHER;
019b0d8b-6de7-7fc0-8ba1-bd6c91d0bdde;bague materiels de carriere;
019b0d90-d95c-7509-bd90-73fe71ebe482;OPTIQUE;
